,num_nodes,edge_prob,number_train_samples_per_dataset,root_std,non_root_std,baseline_binary,attention_binary,baseline_beta,attention_beta,baseline_uncertain,attention_uncertain
2840,14,0.13700538873672485,179,1.0453399817148845,0.6544651605866172,0.8992661237716675,0.3179295063018799,0.8998277187347412,0.898110568523407,0.898798942565918,0.8999752998352051
2841,8,0.10353481769561768,139,1.2983670433362324,0.6931369841098786,0.1252899169921875,-0.0013823509216308594,0.14851564168930054,0.10977178812026978,0.12181669473648071,0.132271409034729
2842,13,0.22571545839309692,170,1.9480043252309163,0.6724209517240525,0.4841325879096985,0.41869670152664185,0.49139606952667236,0.4789625406265259,0.49026674032211304,0.480074405670166
2843,20,0.10775087773799896,12,0.9731061259905497,0.5409613911594663,0.3426458239555359,0.22463053464889526,0.33487170934677124,0.28260254859924316,0.3196072578430176,0.262661874294281
2844,21,0.12693029642105103,178,1.2044992049535115,0.4618680626153946,0.6479013562202454,0.46868032217025757,0.6504378318786621,0.6494278907775879,0.646629273891449,0.636553168296814
2845,15,0.1243869811296463,133,0.8197607398033142,0.45186113317807514,0.27208995819091797,0.07403188943862915,0.2820562720298767,0.2967711091041565,0.2732672691345215,0.2958625555038452
2846,8,0.27577540278434753,56,1.1543986648321152,0.4443089924752712,-0.1621798276901245,-0.16132724285125732,-0.15633893013000488,-0.16332650184631348,-0.1742779016494751,-0.1604701280593872
2847,12,0.13687361776828766,53,0.8959946632385254,0.4154659528285265,-0.046626925468444824,-0.0984182357788086,-0.05263686180114746,-0.031058192253112793,-0.041828155517578125,-0.03519892692565918
2848,25,0.10676878690719604,8,0.9369555049472384,0.49112336803227663,-0.13227546215057373,-0.12184250354766846,-0.135390043258667,-0.09667444229125977,-0.1291426420211792,-0.08812177181243896
2849,4,0.39689600467681885,134,0.26673491299152374,0.5650383234024048,0.24548548460006714,0.14038491249084473,0.24656009674072266,0.24379897117614746,0.25131386518478394,0.254876971244812
2850,8,0.3166215419769287,188,0.989323079586029,0.6996689587831497,0.4263443946838379,0.2701297998428345,0.43117159605026245,0.42956727743148804,0.4304584264755249,0.43004411458969116
2851,9,0.12186839431524277,166,0.9211605787277222,0.5450526972611746,0.12495946884155273,0.0009379386901855469,0.12499362230300903,0.12800604104995728,0.12701928615570068,0.12702780961990356
2852,3,0.21263346076011658,167,0.4185764789581299,0.24272319674491882,0.3545958399772644,0.36629635095596313,0.3603448271751404,0.3776892423629761,0.36212241649627686,0.3673514723777771
2853,15,0.11314986646175385,127,1.0389438599348069,0.6752729669213295,0.7220475673675537,0.030295968055725098,0.7091636061668396,0.7257261276245117,0.6901931762695312,0.7126052379608154
2854,10,0.24728919565677643,186,1.0742295607924461,0.8931460032860438,0.08754205703735352,-0.06436264514923096,0.1178625226020813,0.08000719547271729,0.10467815399169922,0.06135469675064087
2855,9,0.16729576885700226,38,0.7021869570016861,0.6281381368637085,-0.003778696060180664,0.006139934062957764,-0.016027212142944336,-0.035558104515075684,-0.0033420324325561523,-0.031109929084777832
2856,10,0.34620779752731323,162,1.865934133529663,0.6977566983550787,0.11732184886932373,-0.004833221435546875,0.030225515365600586,0.041027724742889404,0.014090538024902344,0.010290026664733887
2857,6,0.3328002095222473,13,0.48233647644519806,0.3737541437149048,-0.4237769842147827,-0.034480929374694824,-0.44285285472869873,-0.3419073820114136,-0.34650754928588867,-0.38435661792755127
