,num_nodes,edge_prob,number_train_samples_per_dataset,root_std,non_root_std,baseline,nll
18,15,0.11753486096858978,24,1.21959008442031,0.5561413293083509,9.588567991158925e-06,1.2498774594860151e-05
19,13,0.214798241853714,54,0.7989737428724766,0.3717123501830631,2.1587370611086953e-06,4.403475031722337e-06
20,5,0.31121474504470825,109,1.620772937933604,0.7144290208816528,3.4164843327744165e-06,3.5405325888859807e-06
21,12,0.15293073654174805,172,1.3495148420333862,0.5552417354451286,1.9522303773555905e-06,2.136078592229751e-06
22,7,0.1720981001853943,92,0.618173211812973,0.780888307094574,1.159157136498834e-06,1.2912737474835012e-06
23,11,0.1802491992712021,18,0.43900195956230165,0.41611933211485547,2.4945809855125844e-05,2.7744950784835964e-05
24,23,0.1127781942486763,130,1.0632324129343034,0.5551827962581928,4.18267518398352e-06,5.026864073442994e-06
25,13,0.1978720724582672,115,1.4866278767585754,0.7502383093039194,4.912378130939032e-07,6.778770398341294e-07
26,9,0.31697720289230347,94,0.9064324498176575,0.6052003850539526,6.965212833165424e-06,7.065460522426292e-06
27,7,0.19977334141731262,183,0.8886992832024893,0.7065277695655823,4.380902282719035e-06,4.582836481858976e-06
28,11,0.29898801445961,167,0.5984291533629099,0.7367046400904655,6.003136604704196e-06,6.50780839350773e-06
29,10,0.2579518258571625,19,1.244488286972046,0.9051995933055877,9.648709237808362e-06,1.1995774002571125e-05
30,20,0.1276225596666336,183,0.6698686759918928,0.5047174692153931,2.153440800611861e-05,2.5293509679613635e-05
31,16,0.1269424557685852,107,1.100622023854937,0.5614025129212273,1.4821707736700773e-05,1.5446390534634702e-05
